"aluexon"	"chr_hg19_t"	"start_hg19_t"	"end_hg19_t"	"position_hg19_t"	"strand_hg19_t"	"distance_hg19_t"	"chr_alu_hg19_t"	"start_alu_hg19_t"	"end_alu_hg19_t"	"alu_element_hg19_t"	"alu_substitutions_hg19_t"	"alu_strand_hg19_t"	"chr_hg19"	"start_hg19"	"end_hg19"	"position_hg19"	"strand_hg19"	"distance_hg19"	"3SSS_hg19"	"WU_hg19"	"U1_hg19"	"U2_hg19"	"region_hg19"	"chr_panTro4"	"start_panTro4"	"end_panTro4"	"position_panTro4"	"strand_panTro4"	"distance_panTro4"	"3SSS_panTro4"	"WU_panTro4"	"U1_panTro4"	"U2_panTro4"	"region_panTro4"	"chr_nomLeu1"	"start_nomLeu1"	"end_nomLeu1"	"position_nomLeu1"	"strand_nomLeu1"	"distance_nomLeu1"	"3SSS_nomLeu1"	"WU_nomLeu1"	"U1_nomLeu1"	"U2_nomLeu1"	"region_nomLeu1"	"chr_rheMac3"	"start_rheMac3"	"end_rheMac3"	"position_rheMac3"	"strand_rheMac3"	"distance_rheMac3"	"3SSS_rheMac3"	"WU_rheMac3"	"U1_rheMac3"	"U2_rheMac3"	"region_rheMac3"	"chr_calJac3"	"start_calJac3"	"end_calJac3"	"position_calJac3"	"strand_calJac3"	"distance_calJac3"	"3SSS_calJac3"	"WU_calJac3"	"U1_calJac3"	"U2_calJac3"	"region_calJac3"	"furthest_all"	"furthest"	"UCSCtype"	"dist"	"Exon_Originated"
"Aluexon:5953"	"chr5"	43018913	43018914	"chr5:43018913:43018914:-"	"-"	71	"chr5"	43018676	43018985	"AluY"	"lowest"	"-"	"chr5"	43018913	43018914	"chr5:43018913:43018914:-"	"-"	71	-29.7	23	23	7	"hg19"	"chr5"	72042550	72042551	"chr5:43018913:43018914:-"	"+"	71	-29.7	18	18	7	"panTro4"	"GL397362"	7190910	7190911	"chr5:43018913:43018914:-"	"-"	71	-29.76	7	7	7	"nomLeu1"	"chr6"	43350851	43350852	"chr5:43018913:43018914:-"	"-"	71	-30.08	22	22	7	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Left arm"	"Emerging Exon"
"Aluexon:5954"	"chr5"	43384164	43384165	"chr5:43384164:43384165:-"	"-"	46	"chr5"	43383907	43384211	"AluSq"	"low"	"-"	"chr5"	43384164	43384165	"chr5:43384164:43384165:-"	"-"	46	7.13	8	8	5	"hg19"	"chr5"	71664546	71664547	"chr5:43384164:43384165:-"	"+"	46	7.13	9	9	5	"panTro4"	"GL397420"	342066	342067	"chr5:43384164:43384165:-"	"-"	46	-10.53	10	10	5	"nomLeu1"	"chrUn_JH290429"	351875	351876	"chr5:43384164:43384165:-"	"+"	46	6.59	19	19	5	"rheMac3"	"chr2"	160000125	160000126	"chr5:43384164:43384165:-"	"+"	46	4.89	8	8	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Evolving Exon"
"Aluexon:5955"	"chr5"	54422267	54422268	"chr5:54422267:54422268:-"	"-"	47	"chr5"	54422047	54422315	"AluSg7"	"lowest"	"-"	"chr5"	54422267	54422268	"chr5:54422267:54422268:-"	"-"	47	5.21	21	21	5	"hg19"	"chr5"	60373118	60373119	"chr5:54422267:54422268:-"	"+"	47	5.21	26	26	5	"panTro4"	"GL397303"	200260	200261	"chr5:54422267:54422268:-"	"-"	47	5.05	8	8	5	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:5956"	"chr5"	70355212	70355213	"chr5:70355212:70355213:-"	"-"	32	"chr5"	70354938	70355245	"AluSc"	"lowest"	"-"	"chr5"	70355212	70355213	"chr5:70355212:70355213:-"	"-"	32	2.32	20	20	6	"hg19"	"chr5"	45661337	45661338	"chr5:70355212:70355213:-"	"-"	32	1.15	25	25	6	"panTro4"	"GL397303"	15008261	15008262	"chr5:70355212:70355213:-"	"+"	32	1.53	12	12	6	"nomLeu1"	"chr6"	67846593	67846594	"chr5:70355212:70355213:-"	"+"	32	2.11	21	21	6	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:5957"	"chr5"	70361049	70361050	"chr5:70361049:70361050:-"	"-"	24	"chr5"	70360799	70361074	"AluSz"	"moderate"	"-"	"chr5"	70361049	70361050	"chr5:70361049:70361050:-"	"-"	24	6.38	5	2	5	"hg19"	"chr5"	45667205	45667206	"chr5:70361049:70361050:-"	"-"	24	8.32	5	2	5	"panTro4"	"GL397303"	15002592	15002593	"chr5:70361049:70361050:-"	"+"	24	6.38	NA	3	NA	"nomLeu1"	"chr6"	67840846	67840847	"chr5:70361049:70361050:-"	"+"	24	5.9	5	3	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:5958"	"chr5"	79283160	79283161	"chr5:79283160:79283161:-"	"-"	123	"chr5"	79282981	79283284	"AluSq"	"low"	"-"	"chr5"	79283160	79283161	"chr5:79283160:79283161:-"	"-"	123	-4.84	21	21	5	"hg19"	"chr5"	35511913	35511914	"chr5:79283160:79283161:-"	"+"	123	-4.84	18	18	7	"panTro4"	"GL397283"	12428047	12428048	"chr5:79283160:79283161:-"	"-"	123	-4.64	17	17	5	"nomLeu1"	"chr6"	76596957	76596958	"chr5:79283160:79283161:-"	"-"	123	-7.14	6	5	6	"rheMac3"	"chr2"	128232627	128232628	"chr5:79283160:79283161:-"	"+"	123	-14.32	8	8	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Left arm"	"Emerging Exon"
"Aluexon:5959"	"chr5"	133967885	133967886	"chr5:133967885:133967886:-"	"-"	41	"chr5"	133967608	133967927	"AluY"	"lowest"	"-"	"chr5"	133967885	133967886	"chr5:133967885:133967886:-"	"-"	41	1.6	7	6	7	"hg19"	"chr5"	135312219	135312220	"chr5:133967885:133967886:-"	"-"	41	1.6	26	6	26	"panTro4"	"GL397305"	2031234	2031235	"chr5:133967885:133967886:-"	"-"	41	1.6	27	6	27	"nomLeu1"	"chr6"	132576667	132576668	"chr5:133967885:133967886:-"	"-"	41	1.6	7	5	7	"rheMac3"	"chr2"	31411287	31411288	"chr5:133967885:133967886:-"	"-"	41	-0.75	6	6	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:5960"	"chr5"	140915630	140915631	"chr5:140915630:140915631:-"	"-"	244	"chr5"	140915585	140915875	"AluJb"	"high"	"-"	"chr5"	140915630	140915631	"chr5:140915630:140915631:-"	"-"	244	0.67	7	7	7	"hg19"	"chr5"	142285060	142285061	"chr5:140915630:140915631:-"	"-"	244	0.67	8	7	8	"panTro4"	"GL397305"	8992909	8992910	"chr5:140915630:140915631:-"	"-"	244	0.67	8	7	8	"nomLeu1"	"chr6"	139461260	139461261	"chr5:140915630:140915631:-"	"-"	244	0.67	8	7	8	"rheMac3"	"chr2"	38502353	38502354	"chr5:140915630:140915631:-"	"-"	244	2.63	19	8	19	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Left arm"	"Emerging Exon"
"Aluexon:5961"	"chr5"	145480732	145480733	"chr5:145480732:145480733:-"	"-"	50	"chr5"	145480481	145480783	"AluJb"	"moderate"	"-"	"chr5"	145480732	145480733	"chr5:145480732:145480733:-"	"-"	50	5.03	24	24	5	"hg19"	"chr5"	146937985	146937986	"chr5:145480732:145480733:-"	"-"	50	5.03	25	25	5	"panTro4"	"GL397305"	13717808	13717809	"chr5:145480732:145480733:-"	"-"	50	5.03	19	19	5	"nomLeu1"	"chr6"	144083310	144083311	"chr5:145480732:145480733:-"	"-"	50	3.98	12	12	5	"rheMac3"	"chr2"	43264452	43264453	"chr5:145480732:145480733:-"	"-"	50	7.56	9	9	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:5962"	"chr5"	150668617	150668618	"chr5:150668617:150668618:-"	"-"	22	"chr5"	150668373	150668640	"AluSx1"	"low"	"-"	"chr5"	150668617	150668618	"chr5:150668617:150668618:-"	"-"	22	4.3	14	14	5	"hg19"	"chr5"	152157136	152157137	"chr5:150668617:150668618:-"	"-"	22	-3.21	22	22	5	"panTro4"	"GL397305"	19026795	19026796	"chr5:150668617:150668618:-"	"-"	22	4.74	27	27	5	"nomLeu1"	"chr6"	149309559	149309560	"chr5:150668617:150668618:-"	"-"	22	3.97	16	16	5	"rheMac3"	"chr2"	48844642	48844643	"chr5:150668617:150668618:-"	"-"	22	-5.57	6	6	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:5963"	"chr6"	2972399	2972400	"chr6:2972399:2972400:-"	"-"	70	"chr6"	2972177	2972470	"AluSz"	"lowest"	"-"	"chr6"	2972399	2972400	"chr6:2972399:2972400:-"	"-"	70	-11.36	31	31	5	"hg19"	"chr6"	2967030	2967031	"chr6:2972399:2972400:-"	"-"	70	-11.36	13	13	5	"panTro4"	"GL397343"	2855105	2855106	"chr6:2972399:2972400:-"	"-"	70	-14.84	NA	14	NA	"nomLeu1"	"chr4"	2846546	2846547	"chr6:2972399:2972400:-"	"-"	70	-13.23	18	18	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:5964"	"chr6"	7909069	7909070	"chr6:7909069:7909070:-"	"-"	30	"chr6"	7908777	7909100	"AluJo"	"highest"	"-"	"chr6"	7909069	7909070	"chr6:7909069:7909070:-"	"-"	30	8.38	6	6	5	"hg19"	"chr6"	7969014	7969015	"chr6:7909069:7909070:-"	"-"	30	8.38	6	6	5	"panTro4"	"GL397343"	7915192	7915193	"chr6:7909069:7909070:-"	"-"	30	8.38	6	6	3	"nomLeu1"	"chr4"	7875009	7875010	"chr6:7909069:7909070:-"	"-"	30	9.06	6	6	5	"rheMac3"	"chr4"	20581692	20581693	"chr6:7909069:7909070:-"	"+"	30	-5.8	6	6	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:5965"	"chr6"	13804547	13804548	"chr6:13804547:13804548:-"	"-"	36	"chr6"	13804273	13804584	"AluSz"	"moderate"	"-"	"chr6"	13804547	13804548	"chr6:13804547:13804548:-"	"-"	36	3.36	26	26	5	"hg19"	"chr6"	13906311	13906312	"chr6:13804547:13804548:-"	"-"	36	-5.06	16	16	5	"panTro4"	"GL397291"	4683343	4683344	"chr6:13804547:13804548:-"	"-"	36	3.01	13	13	5	"nomLeu1"	"chr4"	13848918	13848919	"chr6:13804547:13804548:-"	"-"	36	2.84	9	9	5	"rheMac3"	"chr4"	14873389	14873390	"chr6:13804547:13804548:-"	"+"	36	10.6	5	5	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:5966"	"chr6"	24383520	24383521	"chr6:24383520:24383521:-"	"-"	60	"chr6"	24383273	24383581	"AluSp"	"lowest"	"-"	"chr6"	24383520	24383521	"chr6:24383520:24383521:-"	"-"	60	-25.55	18	18	4	"hg19"	"chr6"	24626502	24626503	"chr6:24383520:24383521:-"	"-"	60	-25.55	15	15	4	"panTro4"	"GL397291"	15457848	15457849	"chr6:24383520:24383521:-"	"-"	60	-25.55	NA	NA	5	"nomLeu1"	"chrUn_JH290401"	319610	319611	"chr6:24383520:24383521:-"	"+"	60	-25.55	13	13	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:5967"	"chr6"	28305670	28305671	"chr6:28305670:28305671:-"	"-"	200	"chr6"	28305557	28305871	"AluJb"	"highest"	"-"	"chr6"	28305670	28305671	"chr6:28305670:28305671:-"	"-"	200	9.14	8	8	6	"hg19"	"chr6"	28591777	28591778	"chr6:28305670:28305671:-"	"-"	200	9.14	8	8	6	"panTro4"	"GL397342"	5540207	5540208	"chr6:28305670:28305671:-"	"-"	200	7.61	8	8	6	"nomLeu1"	"chr4"	28753707	28753708	"chr6:28305670:28305671:-"	"-"	200	7.61	10	10	6	"rheMac3"	"chr4"	678179	678180	"chr6:28305670:28305671:-"	"+"	200	8.16	18	18	7	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Left arm"	"Constant Exon"
"Aluexon:5968"	"chr6"	35764683	35764684	"chr6:35764683:35764684:-"	"-"	48	"chr6"	35764431	35764732	"AluSg"	"low"	"-"	"chr6"	35764683	35764684	"chr6:35764683:35764684:-"	"-"	48	6.31	8	8	6	"hg19"	"chr6"	36250038	36250039	"chr6:35764683:35764684:-"	"-"	48	6.23	9	9	6	"panTro4"	"GL397446"	1763254	1763255	"chr6:35764683:35764684:-"	"-"	48	6.23	9	9	6	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:5969"	"chr6"	74339087	74339088	"chr6:74339087:74339088:-"	"-"	61	"chr6"	74338830	74339149	"AluSz6"	"high"	"-"	"chr6"	74339087	74339088	"chr6:74339087:74339088:-"	"-"	61	4.3	6	6	6	"hg19"	"chr6"	73933494	73933495	"chr6:74339087:74339088:-"	"-"	61	4.3	6	6	6	"panTro4"	"GL397334"	7273026	7273027	"chr6:74339087:74339088:-"	"-"	61	4.73	7	7	6	"nomLeu1"	"chr4"	70969470	70969471	"chr6:74339087:74339088:-"	"-"	61	3.76	7	7	5	"rheMac3"	"chr4"	71899813	71899814	"chr6:74339087:74339088:-"	"-"	61	4.06	5	4	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:597"	"chr11"	47125251	47125252	"chr11:47125251:47125252:+"	"+"	30	"chr11"	47125222	47125514	"AluSz"	"high"	"+"	"chr11"	47125251	47125252	"chr11:47125251:47125252:+"	"+"	30	4.19	24	24	10	"hg19"	"chr11"	47233435	47233436	"chr11:47125251:47125252:+"	"+"	30	4.19	21	21	11	"panTro4"	"GL397449"	1239382	1239383	"chr11:47125251:47125252:+"	"+"	30	-4.56	14	14	11	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr11"	110373553	110373554	"chr11:47125251:47125252:+"	"+"	30	3.02	13	9	13	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:5970"	"chr6"	86271058	86271059	"chr6:86271058:86271059:-"	"-"	31	"chr6"	86270770	86271090	"AluSz"	"moderate"	"-"	"chr6"	86271058	86271059	"chr6:86271058:86271059:-"	"-"	31	4.19	13	13	7	"hg19"	"chr6"	86140708	86140709	"chr6:86271058:86271059:-"	"-"	31	4.19	25	25	5	"panTro4"	"GL397273"	20035459	20035460	"chr6:86271058:86271059:-"	"-"	31	4.19	19	19	9	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr4"	84511720	84511721	"chr6:86271058:86271059:-"	"-"	31	1.96	9	9	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:5971"	"chr6"	87796327	87796328	"chr6:87796327:87796328:-"	"-"	192	"chr6"	87796214	87796520	"AluJb"	"moderate"	"-"	"chr6"	87796327	87796328	"chr6:87796327:87796328:-"	"-"	192	7.36	7	7	6	"hg19"	"chr6"	87683876	87683877	"chr6:87796327:87796328:-"	"-"	192	7.36	7	7	6	"panTro4"	"GL397273"	21467558	21467559	"chr6:87796327:87796328:-"	"-"	192	7.36	7	7	6	"nomLeu1"	"chr4"	85082511	85082512	"chr6:87796327:87796328:-"	"-"	192	11.15	30	3	30	"rheMac3"	"chr4"	86148067	86148068	"chr6:87796327:87796328:-"	"-"	192	7.36	10	10	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Left arm"	"Constant Exon"
"Aluexon:5972"	"chr6"	97279774	97279775	"chr6:97279774:97279775:-"	"-"	36	"chr6"	97279502	97279811	"AluSx1"	"moderate"	"-"	"chr6"	97279774	97279775	"chr6:97279774:97279775:-"	"-"	36	8.28	10	10	5	"hg19"	"chr6"	97711457	97711458	"chr6:97279774:97279775:-"	"-"	36	7.08	8	8	6	"panTro4"	"GL397273"	31515516	31515517	"chr6:97279774:97279775:-"	"-"	36	7.66	11	11	6	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr4"	95938773	95938774	"chr6:97279774:97279775:-"	"-"	36	1.47	6	6	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:5973"	"chr6"	111927477	111927478	"chr6:111927477:111927478:-"	"-"	307	"."	-1	-1	"."	"-1"	"."	"chr6"	111927477	111927478	"chr6:111927477:111927478:-"	"-"	307	-21	10	10	6	"hg19"	"chr6"	112710965	112710966	"chr6:111927477:111927478:-"	"-"	307	-22.14	NA	NA	NA	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"alternative"	"Left arm"	"Emerging Exon"
"Aluexon:5974"	"chr6"	128128477	128128478	"chr6:128128477:128128478:-"	"-"	36	"chr6"	128128226	128128514	"AluSg7"	"lowest"	"-"	"chr6"	128128477	128128478	"chr6:128128477:128128478:-"	"-"	36	5.21	12	12	5	"hg19"	"chr6"	129082458	129082459	"chr6:128128477:128128478:-"	"-"	36	3.77	8	8	5	"panTro4"	"GL397266"	19549659	19549660	"chr6:128128477:128128478:-"	"-"	36	4.41	11	11	5	"nomLeu1"	"chr4"	138349736	138349737	"chr6:128128477:128128478:-"	"+"	36	2.71	14	14	5	"rheMac3"	"chr4"	127971157	127971158	"chr6:128128477:128128478:-"	"-"	36	3.67	9	9	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Evolving Exon"
"Aluexon:5975"	"chr6"	130504454	130504455	"chr6:130504454:130504455:-"	"-"	55	"chr6"	130504390	130504510	"AluSg7"	"lowest"	"-"	"chr6"	130504454	130504455	"chr6:130504454:130504455:-"	"-"	55	6.55	14	14	3	"hg19"	"chr6"	131490886	131490887	"chr6:130504454:130504455:-"	"+"	55	6.38	7	7	3	"panTro4"	"GL397266"	21921829	21921830	"chr6:130504454:130504455:-"	"-"	55	6.66	18	18	3	"nomLeu1"	"chr4"	135972118	135972119	"chr6:130504454:130504455:-"	"+"	55	3.57	6	6	6	"rheMac3"	"chr4"	130471771	130471772	"chr6:130504454:130504455:-"	"-"	55	4.7	9	6	9	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Evolving Exon"
"Aluexon:5976"	"chr6"	135348292	135348293	"chr6:135348292:135348293:-"	"-"	61	"chr6"	135348048	135348354	"AluSz6"	"moderate"	"-"	"chr6"	135348292	135348293	"chr6:135348292:135348293:-"	"-"	61	-21.08	29	29	7	"hg19"	"chr6"	136369343	136369344	"chr6:135348292:135348293:-"	"-"	61	-20.23	20	20	7	"panTro4"	"GL397266"	26762637	26762638	"chr6:135348292:135348293:-"	"-"	61	-20.23	17	17	5	"nomLeu1"	"chr4"	131061644	131061645	"chr6:135348292:135348293:-"	"+"	61	-19.89	13	13	5	"rheMac3"	"chr4"	135514709	135514710	"chr6:135348292:135348293:-"	"-"	61	-22.3	12	12	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:5977"	"chr6"	142866130	142866131	"chr6:142866130:142866131:-"	"-"	35	"chr6"	142865855	142866166	"AluJb"	"highest"	"-"	"chr6"	142866130	142866131	"chr6:142866130:142866131:-"	"-"	35	10.61	13	13	7	"hg19"	"chr6"	143986474	143986475	"chr6:142866130:142866131:-"	"-"	35	10.61	15	15	7	"panTro4"	"GL397266"	34342623	34342624	"chr6:142866130:142866131:-"	"-"	35	10.61	16	16	7	"nomLeu1"	"chr4"	123400271	123400272	"chr6:142866130:142866131:-"	"+"	35	9.91	16	16	7	"rheMac3"	"chr4"	143261381	143261382	"chr6:142866130:142866131:-"	"-"	35	4.19	17	17	8	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Evolving Exon"
"Aluexon:5978"	"chr6"	144324633	144324634	"chr6:144324633:144324634:-"	"-"	151	"chr6"	144324480	144324785	"AluY"	"lowest"	"-"	"chr6"	144324633	144324634	"chr6:144324633:144324634:-"	"-"	151	-33.31	16	16	6	"hg19"	"chr6"	145477295	145477296	"chr6:144324633:144324634:-"	"-"	151	-33.31	18	18	6	"panTro4"	"GL397266"	35820450	35820451	"chr6:144324633:144324634:-"	"-"	151	-31.95	9	9	6	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"alternative"	"Left arm"	"Emerging Exon"
"Aluexon:5979"	"chr6"	162992329	162992330	"chr6:162992329:162992330:-"	"-"	51	"chr6"	162992074	162992381	"AluSx1"	"moderate"	"-"	"chr6"	162992329	162992330	"chr6:162992329:162992330:-"	"-"	51	5.06	16	16	5	"hg19"	"chr6"	164387440	164387441	"chr6:162992329:162992330:-"	"-"	51	4.31	17	17	5	"panTro4"	"GL397340"	5071710	5071711	"chr6:162992329:162992330:-"	"-"	51	4.85	18	18	5	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:598"	"chr11"	47175514	47175515	"chr11:47175514:47175515:+"	"+"	22	"chr11"	47175493	47175787	"AluSz"	"lowest"	"+"	"chr11"	47175514	47175515	"chr11:47175514:47175515:+"	"+"	22	9.57	10	10	5	"hg19"	"chr11"	47284029	47284030	"chr11:47175514:47175515:+"	"+"	22	8.5	8	8	5	"panTro4"	"GL397449"	1288936	1288937	"chr11:47175514:47175515:+"	"+"	22	8.09	10	10	5	"nomLeu1"	"chr14"	25080985	25080986	"chr11:47175514:47175515:+"	"-"	22	11.07	14	14	5	"rheMac3"	"chr11"	110421511	110421512	"chr11:47175514:47175515:+"	"+"	22	6.32	8	8	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:5980"	"chr6"	163092522	163092523	"chr6:163092522:163092523:-"	"-"	24	"chr6"	163092251	163092547	"AluSc"	"lowest"	"-"	"chr6"	163092522	163092523	"chr6:163092522:163092523:-"	"-"	24	3.01	18	18	5	"hg19"	"chr6"	164489595	164489596	"chr6:163092522:163092523:-"	"-"	24	3.01	24	24	5	"panTro4"	"GL397340"	5172874	5172875	"chr6:163092522:163092523:-"	"-"	24	-11.5	22	22	5	"nomLeu1"	"chr4"	161812405	161812406	"chr6:163092522:163092523:-"	"-"	24	3.36	16	16	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:5981"	"chr6_cox_hap2"	1231388	1231389	"chr6_cox_hap2:1231388:1231389:-"	"-"	22	"."	-1	-1	"."	"-1"	"."	"chr6_cox_hap2"	1231388	1231389	"chr6_cox_hap2:1231388:1231389:-"	"-"	22	3.97	17	17	4	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, NA, NA, NA)"	"hg19"	NA	"Right arm"	NA
"Aluexon:5982"	"chr6_cox_hap2"	3214716	3214717	"chr6_cox_hap2:3214716:3214717:-"	"-"	135	"."	-1	-1	"."	"-1"	"."	"chr6_cox_hap2"	3214716	3214717	"chr6_cox_hap2:3214716:3214717:-"	"-"	135	-17.65	16	16	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, NA, NA, NA)"	"hg19"	NA	"Left arm"	NA
"Aluexon:5983"	"chr6_cox_hap2"	4712251	4712252	"chr6_cox_hap2:4712251:4712252:-"	"-"	22	"."	-1	-1	"."	"-1"	"."	"chr6_cox_hap2"	4712251	4712252	"chr6_cox_hap2:4712251:4712252:-"	"-"	22	-4.83	7	7	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, NA, NA, NA)"	"hg19"	NA	"Right arm"	NA
